run_config,sys_name,sys_processor,sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,run_settings,run_threads,run_input1,run_outputF_1P,run_seedMismatch,run_palindromeClipThreshold,run_simpleClipThreshold,run_leading,run_trailing,run_sliding_size,run_sliding_quality,run_MinLength,total_exe_time_s,total_wt_tau_time_ms,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps
run-1605.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,10,33,MINLEN:36 MAXINFO:36:0.2,2.0419154167175293,40773,7346.0,8192.0,5272.0,1638.0
run-1614.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,25,26,MINLEN:36 MAXINFO:36:0.2,2.1820149421691895,45341,7346.0,8192.0,3673.0,1638.0
run-1435.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,25,26,MINLEN:36 MAXINFO:36:0.5,1.991859436035156,41330,7346.0,8192.0,5272.0,2048.0
run-1749.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,10,33,MINLEN:36 MAXINFO:36:0.2,2.189610004425049,44239,7346.0,8192.0,5272.0,1638.0
run-1635.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,3,3,10,15,MINLEN:36 MAXINFO:36:0.2,1.577326774597168,30425,7346.0,8192.0,5272.0,2048.0
run-1703.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,33,33,4,33,MINLEN:36 MAXINFO:36:0.8,1.8805606365203855,38033,7346.0,8192.0,7346.0,2048.0
run-1727.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,33,33,25,33,MINLEN:36 MAXINFO:36:0.8,2.33135724067688,49347,7346.0,8192.0,7346.0,2048.0
run-1880.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,4,26,MINLEN:36 MAXINFO:36:0.8,2.1234898567199707,43310,7346.0,8192.0,4763.0,1638.0
run-1817.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,33,33,10,15,MINLEN:36 MAXINFO:36:0.8,1.937636137008667,38966,7346.0,8192.0,5272.0,1638.0
run-1731.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,4,15,MINLEN:36 MAXINFO:36:0.2,1.6800696849822998,31438,7346.0,8192.0,3673.0,2048.0
run-1462.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,33,MINLEN:36 MAXINFO:36:0.5,1.7856571674346924,35771,7346.0,8192.0,3673.0,2048.0
run-1522.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,4,33,MINLEN:36 MAXINFO:36:0.5,2.240588903427124,46696,7346.0,8192.0,4763.0,1638.0
run-1662.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,15,15,4,26,MINLEN:36 MAXINFO:36:0.2,1.8285610675811768,36447,7346.0,8192.0,3673.0,2048.0
run-1730.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,4,3,MINLEN:36 MAXINFO:36:0.8,1.783684015274048,35650,7346.0,8192.0,7346.0,2048.0
run-1719.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,33,33,25,15,MINLEN:36 MAXINFO:36:0.2,1.8785505294799805,38288,7346.0,8192.0,3673.0,2048.0
run-1615.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,25,26,MINLEN:36 MAXINFO:36:0.5,2.687669277191162,58018,7346.0,8192.0,5272.0,1638.0
run-1506.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,33,33,25,26,MINLEN:36 MAXINFO:36:0.2,2.188706398010254,43735,7346.0,8192.0,7346.0,1638.0
run-1842.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,4,26,MINLEN:36 MAXINFO:36:0.2,2.13451623916626,43904,7346.0,8192.0,4763.0,1638.0
run-1548.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,4,3,MINLEN:36 MAXINFO:36:0.2,1.98166823387146,39644,7346.0,8192.0,3673.0,1638.0
run-1851.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,10,15,MINLEN:36 MAXINFO:36:0.2,2.0283803939819336,40754,7346.0,8192.0,3673.0,1638.0
run-1939.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,25,26,MINLEN:36 MAXINFO:36:0.5,2.67905592918396,56742,7346.0,8192.0,7346.0,1638.0
run-1850.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,10,3,MINLEN:36 MAXINFO:36:0.8,2.0901238918304443,42465,7346.0,8192.0,7346.0,1638.0
run-1792.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,15,MINLEN:36 MAXINFO:36:0.5,1.8782947063446045,38033,7346.0,8192.0,3673.0,2048.0
run-1758.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,25,26,MINLEN:36 MAXINFO:36:0.2,2.242279291152954,47432,7346.0,8192.0,3673.0,2048.0
run-1725.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,33,33,25,33,MINLEN:36 MAXINFO:36:0.2,2.0825119018554688,43729,7346.0,8192.0,7346.0,2048.0
run-1717.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,33,33,25,3,MINLEN:36 MAXINFO:36:0.5,1.4867072105407717,28200,7346.0,8192.0,7346.0,2048.0
run-1669.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,15,15,10,3,MINLEN:36 MAXINFO:36:0.5,2.334507942199707,49268,7346.0,8192.0,3673.0,1638.0
run-1881.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,4,33,MINLEN:36 MAXINFO:36:0.2,1.7249560356140137,33936,7346.0,8192.0,7346.0,2048.0
run-1874.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,4,3,MINLEN:36 MAXINFO:36:0.8,2.376114845275879,49504,7346.0,8192.0,3673.0,1638.0
run-1665.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,15,15,4,33,MINLEN:36 MAXINFO:36:0.2,1.7249455451965332,35153,7346.0,8192.0,7346.0,2048.0
run-1602.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,10,26,MINLEN:36 MAXINFO:36:0.2,2.589654445648194,55290,7346.0,8192.0,7346.0,1638.0
run-1582.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,25,33,MINLEN:36 MAXINFO:36:0.5,1.994328260421753,40841,7346.0,8192.0,3673.0,1638.0
run-1627.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,3,3,4,26,MINLEN:36 MAXINFO:36:0.5,1.826852798461914,36857,7346.0,8192.0,3673.0,2048.0
run-1412.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,4,26,MINLEN:36 MAXINFO:36:0.8,2.099626064300537,43378,7346.0,8192.0,7346.0,2048.0
run-1578.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,25,26,MINLEN:36 MAXINFO:36:0.2,2.1362195014953613,43071,7346.0,8192.0,3673.0,1638.0
run-1801.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,33,33,4,3,MINLEN:36 MAXINFO:36:0.5,1.9829740524291992,40219,7346.0,8192.0,7346.0,2048.0
run-1891.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,10,26,MINLEN:36 MAXINFO:36:0.5,2.024665594100952,41541,7346.0,8192.0,7346.0,2048.0
run-1624.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,3,3,4,15,MINLEN:36 MAXINFO:36:0.5,1.984164476394653,40936,7346.0,8192.0,3673.0,2048.0
run-1473.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,MINLEN:36 MAXINFO:36:0.2,1.5826406478881836,30237,7346.0,8192.0,5272.0,2048.0
run-1429.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,25,3,MINLEN:36 MAXINFO:36:0.5,1.9867286682128904,40327,7346.0,8192.0,3673.0,2048.0
run-1432.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,25,15,MINLEN:36 MAXINFO:36:0.5,1.889655590057373,37221,7346.0,8192.0,3673.0,2048.0
run-1501.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,33,33,25,3,MINLEN:36 MAXINFO:36:0.5,2.3937909603118896,50219,7346.0,8192.0,7346.0,1638.0
run-1616.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,25,26,MINLEN:36 MAXINFO:36:0.8,2.0819296836853027,41727,7346.0,8192.0,3673.0,1638.0
run-1539.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,25,15,MINLEN:36 MAXINFO:36:0.2,2.2486019134521484,46180,7346.0,8192.0,7346.0,1638.0
run-1433.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,25,15,MINLEN:36 MAXINFO:36:0.8,1.895399570465088,38190,7346.0,8192.0,5272.0,2048.0
run-1461.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,33,MINLEN:36 MAXINFO:36:0.2,1.8850584030151367,38155,7346.0,8192.0,7346.0,2048.0
run-1714.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,33,33,10,33,MINLEN:36 MAXINFO:36:0.5,1.778367042541504,35662,7346.0,8192.0,7346.0,2048.0
run-1687.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,15,15,25,26,MINLEN:36 MAXINFO:36:0.5,2.19043493270874,46336,7346.0,8192.0,7346.0,2048.0
run-1420.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,10,15,MINLEN:36 MAXINFO:36:0.5,1.8831572532653809,38348,7346.0,8192.0,7346.0,2048.0
run-1652.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,3,3,25,26,MINLEN:36 MAXINFO:36:0.8,1.9799273014068604,41418,7346.0,8192.0,3673.0,2048.0
run-1585.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,4,3,MINLEN:36 MAXINFO:36:0.5,1.9842801094055176,40398,7346.0,8192.0,4763.0,2048.0
run-1584.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,4,3,MINLEN:36 MAXINFO:36:0.2,2.2860565185546875,47320,7346.0,8192.0,3673.0,1638.0
run-1457.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,15,MINLEN:36 MAXINFO:36:0.8,1.8403263092041016,36367,7346.0,8192.0,5272.0,2048.0
run-1748.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,10,26,MINLEN:36 MAXINFO:36:0.8,2.0311102867126465,41147,7346.0,8192.0,3673.0,1638.0
run-1559.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,4,33,MINLEN:36 MAXINFO:36:0.8,2.185350179672241,44626,7346.0,8192.0,3673.0,1638.0
run-1319.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,30,15,3,3,10,33,MINLEN:36 MAXINFO:36:0.8,2.1788768768310547,42346,7346.0,8192.0,5272.0,1638.0
run-1794.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,26,MINLEN:36 MAXINFO:36:0.2,2.2774670124053955,47114,7346.0,8192.0,5272.0,1638.0
run-1583.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,25,33,MINLEN:36 MAXINFO:36:0.8,2.186467170715332,44843,7346.0,8192.0,5272.0,1638.0
run-1844.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,4,26,MINLEN:36 MAXINFO:36:0.8,2.1380934715270996,43189,7346.0,8192.0,3673.0,1638.0
run-1509.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,33,33,25,33,MINLEN:36 MAXINFO:36:0.2,2.2351248264312744,46529,7346.0,8192.0,7346.0,1638.0
run-1448.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,26,MINLEN:36 MAXINFO:36:0.8,2.090090036392212,42562,7346.0,8192.0,3673.0,2048.0
run-1750.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,10,33,MINLEN:36 MAXINFO:36:0.5,2.1829214096069336,44461,7346.0,8192.0,3673.0,1638.0
run-1863.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,25,15,MINLEN:36 MAXINFO:36:0.2,1.9305570125579832,40260,7346.0,8192.0,5272.0,2048.0
run-1697.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,33,33,4,15,MINLEN:36 MAXINFO:36:0.8,2.085707187652588,43224,7346.0,8192.0,4763.0,2048.0
run-1677.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,15,15,10,33,MINLEN:36 MAXINFO:36:0.2,1.883882999420166,37823,7346.0,8192.0,7346.0,2048.0
run-1917.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,4,33,MINLEN:36 MAXINFO:36:0.2,1.9750421047210691,39999,7346.0,8192.0,4763.0,1638.0
run-1940.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,25,26,MINLEN:36 MAXINFO:36:0.8,2.183907985687256,44916,7346.0,8192.0,5272.0,1638.0
run-1516.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,4,15,MINLEN:36 MAXINFO:36:0.5,2.139230251312256,43491,7346.0,8192.0,3673.0,2048.0
run-1513.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,4,3,MINLEN:36 MAXINFO:36:0.5,1.9941625595092771,40092,7346.0,8192.0,7346.0,1638.0
run-834.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,33,33,4,26,MINLEN:36 MAXINFO:36:0.2,2.246525526046753,43141,7346.0,8192.0,7346.0,2048.0
run-1690.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,15,15,25,33,MINLEN:36 MAXINFO:36:0.5,1.929452657699585,39639,7346.0,8192.0,3673.0,1638.0
run-1552.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,4,15,MINLEN:36 MAXINFO:36:0.5,2.491410970687866,52561,7346.0,8192.0,4763.0,1638.0
run-1833.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,33,33,25,33,MINLEN:36 MAXINFO:36:0.2,1.8759973049163816,36779,7346.0,8192.0,3673.0,1638.0
run-1886.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,10,3,MINLEN:36 MAXINFO:36:0.8,2.3923025131225586,50820,7346.0,8192.0,7346.0,1638.0
run-1580.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,25,26,MINLEN:36 MAXINFO:36:0.8,1.984913349151611,41176,7346.0,8192.0,4763.0,2048.0
run-1514.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,4,3,MINLEN:36 MAXINFO:36:0.8,2.134420871734619,43045,7346.0,8192.0,3673.0,1638.0
run-1691.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,15,15,25,33,MINLEN:36 MAXINFO:36:0.8,2.0329267978668213,42160,7346.0,8192.0,7346.0,2048.0
run-1805.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,33,33,4,15,MINLEN:36 MAXINFO:36:0.8,2.1920523643493652,45432,7346.0,8192.0,3673.0,1638.0
run-1604.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,10,26,MINLEN:36 MAXINFO:36:0.8,2.034808874130249,41625,7346.0,8192.0,3673.0,1638.0
run-1882.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,15,15,4,33,MINLEN:36 MAXINFO:36:0.5,1.9200236797332764,40027,7346.0,8192.0,7346.0,1638.0
run-1701.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,30,15,33,33,4,33,MINLEN:36 MAXINFO:36:0.2,2.1366026401519775,45200,7346.0,8192.0,7346.0,1638.0
run-1610.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,16,8,33,33,25,3,MINLEN:36 MAXINFO:36:0.8,2.548776388168335,53247,7346.0,8192.0,3673.0,1638.0
run-1847.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,16,8,3,3,4,33,MINLEN:36 MAXINFO:36:0.8,2.3647637367248535,43777,7346.0,8192.0,3673.0,2048.0
run-1437.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,Trimmed.fastq,5,20,10,3,3,25,33,MINLEN:36 MAXINFO:36:0.2,1.887864589691162,37544,7346.0,8192.0,7346.0,2048.0
run-1789.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,3,MINLEN:36 MAXINFO:36:0.5,1.7774481773376465,34873,7346.0,8192.0,7346.0,1638.0
